No.,No. 2,No. 3,Time,Review text,Rater 1 - Valence,Rater 1 - Arousal,Rater 2 - Valence,Rater 2 - Arousal
651,5282,541,10/19/14,"1. the people working are all so friendly and French. it's great. 2. the place smells DELICIOUS. so so good 3. cutest coffee cups, I want to take a whole sleeve home. can I do that? 4. interior is tres cute! super cozy in the back. love the wooden tables and the lighting. idk it's all very adorable 5. coffee is good. their nutty cookie is pretty darn good. I'm not sure what but it was cause I'm not good at differentiating, but it wasn't overwhelming, the chocolate just ooooozes out, and it's the right amount of crunchy on outside and soft on inside. 6. go visit!!!",9,8,8,6
652,45182,672,4/21/14,Best brunch spot. Great ambience. Service is slow sometimes but that's cause it's always busy. Get steak and eggs. You just need to try it out. Very good.,7,4,8,8
653,57857,250,9/6/09,I went there last night based on Yelp's reviews and was very pleased with the food. We will go again and try the rest of their menu. The service was excellent as well. I recommend this to everyone who wants to escape the fancy shmancy and still get a lot for the dollar.,8,6,7,5
654,6058,447,9/28/08,"good, relatively cheap italian.  zagat's calls this a sleeper and they've nailed it - i almost hate to praise it because i do not want to increase the popularity.  unbelievable value. the pastas are delicious, some homeade, and range in the $10-$12 range.  house red wine for $6.50- i mean, where does that happen?!  the seafood is fresh, and there are some interesting presentations.  you really will have a hard time going wrong here.  frankly, i'm not sure how these guys are turning a profit, but as long as they're willing to scrape by, i'm willing to go. open 7 nights/week.  no reservations. outdoor seating when it's warm.  a little kitschy- a cartoonish ""painting"" with little people in hot air balloons (WTF!?). intimate.   during the cooler months, try to get a table as far away from the door as possible- you definitely catch the blasts of cold air within a 2 table radius of the entry, despite the heavy curtains. very pleasant waitstaff.  a local favorite.",8,7,7,6
655,69777,507,8/18/14,"This place was great! Went for a brunch date with my girlfriends. Food and drink were both tasty and reasonably priced. I didn't eat because I was on a cleanse, but my friends said their eggs were really good!",8,6,9,8
656,19901,244,6/12/12,"Upstairs = sports fans rejoice. I went midday on a weekend and was able to catch the Rangers game, some rugby match that my Irish friends were into, and a soccer match. The food was surprisingly good - I ordered pancakes that came with maple syrup (delicious), a bloody mary (delicious), then switched to beer for the remainder of the afternoon (plenty of choices). The servers were all quite friendly, too. Good for you, Smithfield!",9,6,9,7
657,3665,502,7/7/14,"I am yet to get amazing Thai food similar to that of Thailand. After reading the reviews I was hoping this would come close. Sadly, while the food was fine, it was still not anything close to the real thing. Will keep searching!",5,2,3,5
658,2288,918,4/17/14,"We came here for Kamayan night on a Wednesday: family-style eating where they heap a hodge-podge of food onto bamboo leaves and everyone goes at it Lord-of-the-Flies style with their bare hands. Needless to say, come with people you like, as everyone's fingers are touching your food. Communal eating for the win! This was such a fun meal. They send you a menu beforehand so you can pick what you want included in your feast. Our spread included sausages, prawns, roasted chicken, plaintains, lumpiang, and bicol express (pulled pork shoulder). Everything is served atop a heap of garlic rice. It's fun to take a before-and-after photo. Get messy: there is no way to pick up stew with your bare hands like a lady. There will be way too much food. Go easy on the cocktails as many of them are heavy with coconut milk, and you need that stomach capacity for more important tasks. We had two legit Filipinos in our midst that attested everything was authentic (there was also much discussion on where Jeepney had procured the banana leaves). It came out to roughly $70 pp because we all ordered cocktails. Highly recommend!",9,6,8,8
659,98598,881,1/4/15,"This place is a vegitarians worst nightmare which makes it basically heaven on earth with hanging racks barbecued meats and peking duck for me! It is my favorite cheap eats resturant in the city. The plates are always made hot, fresh and are overflowing with succulent meats of your choice right in front of you. I always order the large barbecued pork plate with rice, cabbage and greens sauce for only $5.00. It's way to much food so it last me two full meals. The resturant is takeout only but there is a park right across the street where you can chow down when the weather is nice. There is always a line out the door of this tiny little resturant which speaks to just how damn good the food actually is that people are willing to wait in line when there are a million other options for food in NYC. Also, I have no clue what the green sauce that's stored in the old margarine tub on the back counter is but do not forget to ask for some. The fresh herbs in the green sauce is so refreshing and  enhances the richness of all the meaty goodness they stuff into the plates.",9,7,8,9
660,27149,322,9/6/11,"Love me some Brancaccio's! I am completely vegan and there is always great stuff for me to eat here. Pastas and super flavorful veggies as well as an occasional lentil or chick pea salad...oh yeah farro too. The first time I went in  figured there wouldn't be much there for me, but lo nd behold, there's tons.  Joe always makes me feel welcome in the shop and his personality has *just* the right amount of edge.",9,7,9,9
661,38470,375,1/19/11,"Let's get right to it -- be sure to try the pizza. The thin crust is crispy and delicious, the sauce is delectable, and all the toppings (cheese included) are fresh and flavorful. It's a big pie, so our large group shared one for the table as an appetizer, which worked perfectly. My main dish was the ""guitar pasta,"" so named because ... well, I really have no idea. Perhaps because it rocks? (hehe) The spaghetti was fully cooked (not al dente), which I like, but also not mushy. And the crabmeat and shrimp on top were both great. It didn't taste at all like it had ever been frozen. Several other diners in my party had different varieties of fish and everybody seemed quite pleased with their orders. And we all were crazy about dessert. This place is known for its cannolis and it's easy to see why. Crispy on the outside and creamy on the inside, my date and I alone easily took down an order of three. The service here was quite friendly and the location is nice -- close enough to get to the theaters if that's your thing, but not in the middle of the hustle and bustle of Times Square and the Broadway scene. Oh, and be sure to check out the gigantic nipple sculpture on the wall. Seriously.",9,7,8,8
